,title,icon_prize,average_price,users_rate,number_reviews,street,address_formatted,lat,lon
5609,Al Punt Gracia,,€4 - €8,,,Calle Torrent de L'olla 111,"Torrent de l'Olla, Carrer del Torrent de l'Olla, 221, 08012 Barcelona, Spain",41.4066828,2.1518689
5610,Cafe Cafe,,"Breakfast, Lunch",,,"Gran Via De Les Corts Catalanes 3116, Estacion Plaza Espana","Laudio-Llodio, Basque Country, Spain",43.14322,-2.96204
5611,Bar J,,Fusion,,,"Gran Via de les Corts Catalanes, 748","Gran Via de les Corts Catalanes, 748, 08013 Barcelona, Spain",41.3974787,2.1794299
5612,Restaurante Tip-Tip,,,,,"Gran de Gracia, 123","Carrer Gran de Gràcia, 08012 Barcelona, Spain",41.4016856,2.1533142
5613,Restaurante Isabel,,,,,426,"Barcelona, Catalonia, Spain",41.3828939,2.1774322
5614,Restaurante Ganpatti,,,,,"Tallers, 29","la Marina del Prat Vermell, Barcelona, Catalonia, Spain",41.3255087,2.134734
5615,Tempura and Thali,,,,,"Carrer de Bejar, 70","Carrer de Béjar, 08014 Barcelona, Spain",41.3774528,2.1450484
5616,HonestFood Sabino Arana,,Reservations,,,"Carrer de Sabino Arana, 56","Acadèmia SOL, Carrer de Sabino Arana, 56, 08028 Barcelona, Spain",41.3868147,2.1242248
5617,El restaurante dongfang,,€9 - €300,,,La ramble 43,"Catalonia, Spain",41.66667,2.0
5618,Rodilla,,€5 - €15,,,"Placa Pau Vila, 1","Plaça Pau Vila, Pas Subterrani a la Platja, 08340 Vilassar de Mar, Spain",41.503278,2.3946612
5619,Com A Casa,,€4 - €9,,,"Carrer del Taulat, 150","Carrer del Taulat, 08005 Barcelona, Spain",41.4001672,2.2065555
5620,Rodilla,,€3 - €10,,,"Calle Aristides Maillol, s/n, entrada 14","Catalonia, Spain",41.66667,2.0
5621,Wok Chow Mein,,"Chinese, Asian",,,"Carrer Santiago de Compostela, 11","Catalonia, Spain",41.66667,2.0
5622,Sabor Istanbul,,€3 - €26,,,"Carrer del Comte d'Urgell, 256","Carrer del Comte d'Urgell, 256, 258, 08936 Barcelona, Spain",41.3906561,2.1476858
5623,Oriental Hotel,,€7 - €30,,,"Carrer del Comte D'Urgell, 48","Wok Barcelona, Carrer del Comte d'Urgell, 46, 48, 08011 Barcelona, Spain",41.3812443,2.1601988
5624,Turris,,,,,"Avinguda Diagonal, 557","Uno De 50, Avinguda Diagonal, 557, 08029 Barcelona, Spain",41.3989776,2.1695371
5625,Columbus Flag,,,,,Avenida Diagonal 640 Bajo,"Avinguda Diagonal, 08860 Castelldefels, Spain",41.2791223,1.9745445
5626,La Tasca d'Ocata,,€5 - €15,,,c/ Sant Bru 17,"Turó de Sant Bru, 08391 Tiana, Spain",41.4876514,2.257634
5627,Subway,,"Lunch, Dinner",,,Gran Via 373,"Gran Via, 08206 Sabadell, Spain",41.5610724,2.1013811
5628,Coco House Bcn,,€4 - €10,,,"Carrer Meer, 52","Carrer de Meer, 08 Barcelona, Spain",41.377502,2.1903426
5629,Enrique Tomas Jamon-Tapas-Vino,,"Lunch, Dinner",,,"Av. Diagonal, 3, Planta 3","Catalonia, Spain",41.66667,2.0
5630,Cal Nico,,,,,"Carrer de Roc Boronat, 9","Carrer de Roc Boronat, 9, 08005 Barcelona, Spain",41.3970706,2.2017208
5631,Cafeteria Panaderia Vivari,,,,,"Carrer de Girona, 125","Vivari, Carrer de Girona, 125, 08037 Barcelona, Spain",41.3973187,2.1676233
5632,Con Pan,,European,,,"Gran via Carles lll, 47","Catalonia, Spain",41.66667,2.0
5633,Zepi New,,Spanish,,,"Carrer Numero 60, 25","Carrer Número 60, Barcelona, Spain",41.3475203,2.1452663
5634,Zahrat Achamal,,"Moroccan, Mediterranean",,,"Carrer Nou de la Rambla, s/n","Carrer Nou de la Rambla, 08001 Barcelona, Spain",41.3749609,2.1700292
5635,Plata o Plomo Restaurant Castillo,,€30 - €80,,,"Gran Via de les Corts Catalanes, 596","L'Oliva, Gran Via de les Corts Catalanes, 596, 08007 Barcelona, Spain",41.3865549,2.164941
5636,Gamar,,Spanish,,,"Carrer del Gas, 4","GAMAR - Espai sense alcohol, Carrer del Gas, 4, 08003 Barcelona, Spain",41.382436,2.1933127
5637,Tento,,€3 - €8,,,"Comte d'Urgell, 253","Comte d'Urgell, Gran Via de les Corts Catalanes, 08015 Barcelona, Spain",41.3820143,2.1582348
5638,Manduka Coqueria,,"Breakfast, Lunch, Dinner",,,C/ Terol 8,"Terol, Avinguda de l'Estatut, 08191 Rubí, Spain",41.4861329,2.0402532
5639,Prieto Empanadas BCN,,Reservations,,,"Carrer de Formentera, 58","Carrer de Formentera, 08458 Cànoves i Samalús, Spain",41.6992263,2.3681747
5640,BCN Food,,Fast Food,,,85 Torrent De L'olla,"Torrent de l'Olla, Carrer del Torrent de l'Olla, 221, 08012 Barcelona, Spain",41.4066828,2.1518689
5641,Aqui Me Quedo,,€3 - €8,,,"Calle Padilla, 163","Carrer de Padilla, 8025 Barcelona, Spain",41.407464,2.1748382
5642,Gelateria Artesanal John & Jeannie's,,Italian,,,"Calle Sugranyes, 61","Carrer de Sugranyes, 082028 Barcelona, Spain",41.3735749,2.1287808
5643,LA ROSE Restaurant & Lounge Bar,,€10 - €100,,,Pau Claris 103,"Pau Claris, Gran Via de les Corts Catalanes, 08007 Barcelona, Spain",41.3897269,2.1688642
5644,New Franvic,,Spanish,,,Paseo Santa Coloma 33,"Santa Coloma, Plaça Vella, Centelles, Spain",41.7980868,2.2193913
5645,Pica and Tapa,,Spanish,,,49 Font Honrada St,"Carrer de la Font Honrada, 8015 Barcelona, Spain",41.3721964,2.155954
5646,365 Cafe,,Cafe,,,"Travessera de Gracia, 66","Travessera de Gràcia, 66, 08021 Barcelona, Spain",41.396751,2.1508142
5647,Tacos 99,,Spanish,,,"Av. del Paralelo, 99","Catalonia, Spain",41.66667,2.0
5648,SandwiChez,,"Breakfast, Lunch, Dinner",,,"Carrer de Sants, 358","Carrer de Sants, 08014 Barcelona, Spain",41.3754056,2.1352477
5649,Gate 15,,€41 - €56,,,Avenida Sarria 15,"Av Sarrià, Carrer de la Caravel·la La Niña, 08021 Barcelona, Spain",41.3914151,2.1327646
5650,Fuxia Bistro,,€3 - €10,,,"Poblenou Pere IV, 208","Carrer de Pere IV, Delegació d'Hisenda Administració Poblenou, 08019 Barcelona, Spain",41.4152379,2.2069086
5651,Kozara,,€20 - €40,,,"Avinguda de Roma 2-4, Barcelona","Nobu Hotel Barcelona, Avinguda de Roma, 2-4, 08029 Barcelona, Spain",41.379651,2.1424978
5652,El Bar,,Mediterranean,,,Calabria 118,"Carrer de Calàbria, 118, 08015 Barcelona, Spain",41.3807262,2.1540077
5653,Barpablo,,Spanish,,,Mina de la Ciudad 58,"08930 Sant Adrià de Besòs, Spain",41.4171654,2.2218567
5654,Tutu's Bar Restaurante,,"Asian, Vietnamese",,,"Calle De Riego, 23","Carrer de Riego, 08014 Barcelona, Spain",41.3768219,2.1383691
5655,Dionisos,,"Mediterranean, Greek",,,"Muntaner, 102","el Muntaner, Sobremunt, Catalonia, Spain",42.0316824,2.1622
5656,Queeny's,,Spanish,,,"Carrer de Sant Antoni Abat, 18","Carrer de Sant Antoni Abat, 18, 08001 Barcelona, Spain",41.379371,2.1648539
5657,El Sultan,,"Moroccan, Mediterranean",,,Calle Villarroel Numero 82,"Catalonia, Spain",41.66667,2.0
5658,Tenda,,Vegetarian Friendly,,,C. Villaroel 178,"Carrer de Villaroel, 08490 Tordera, Spain",41.7157918,2.6873912
5659,Sumo Sushi,,,,,"Carrer d'Escipio, 48","Sumo Sushi, Carrer d'Escipió, 48, 08023 Barcelona, Spain",41.4059978,2.1440945
5660,Santagloria,,"Cafe, Mediterranean",,,"Calle Santalo, 66","Carrer de Santaló, 08021 Barcelona, Spain",41.396429,2.1447797
5661,Bar La terraza,,Spanish,,,C/ Saragossa 85-87,"Carrer de Saragossa, 08870 Sitges, Spain",41.2322575,1.794891
5662,Churreria El Buen Gusto,,Cafe,,,"C/Simancas, 100","Carrer de Simancas, 100, 08042 Barcelona, Spain",41.445266,2.1724037
5663,Restaurant Bar La Curva II,,"Bar, Mediterranean, Spanish, Pub, Dining bars",,,"Carrer de Bilbao, 194","Carrer de Bilbao, 194, 08018 Barcelona, Spain",41.4105341,2.1933466
5664,Novo rias baixas,,Spanish,,,c/comandant Benitez 31,"Carrer del Comandant Benítez, 08028 Barcelona, Spain",41.3791448,2.1277568
5665,TC Foodie International,,American,,,"Ronda Sant Pau, 42","Ronda Sant Pau, Avinguda del Paral·lel, 08001 Barcelona, Spain",41.3750966,2.1681601
5666,Eat-More Doner Kebab,,,,,"Carrer de Platja, 90","carrer de la Platja, Sant Adrià de Besòs, Spain",41.4259074,2.228352
5667,L'Actual,,Healthy,,,Vilamari 34,"Hotel Vilamari, Carrer de Vilamarí, 34-36, 8015 Barcelona, Spain",41.3767577,2.1525074
5668,Braserito,,,,,"Carrer de Muntaner, 260","Carrer de Muntaner, 260, 08021 Barcelona, Spain",41.3953737,2.1479999
5669,Jiu Snack&Lounge,,"Bar, Asian, Pub, Gastropub",,,C/torrent de l'olla 148,"Torrent de l'Olla, Carrer del Torrent de l'Olla, 221, 08012 Barcelona, Spain",41.4066828,2.1518689
5670,Les Cativas,,"Breakfast, Lunch, Dinner",,,Avinguda mistral 51,"Mistral, Avinguda de Mistral, 8015 Barcelona, Spain",41.3761,2.15421
5671,Can Bertango,,"Argentinean, South American",,,Riells,"Bigues i Riells, Catalonia, Spain",41.6829678,2.2083886
5672,Verace,,,,,"Carrer d'Aribau, 254","Carrer d'Aribau, 254, 08006 Barcelona, Spain",41.3965715,2.1490157
5673,La Proa ponele,,€4 - €20,,,Carrer Doctor Trueta,"Carrer Doctor Trueta, Barcelona, Spain",41.3993297,2.2044154
5674,Can Rovira,,"Bar, Pub",,,Calle Balmes 194,"Carrer Balmes, 08600 Berga, Spain",42.1044459,1.8477883
5675,Restaurante Citygarden,,,,,"Colom, 22","Colom, Rambla del Poblenou, 56, 08005 Barcelona, Spain",41.400387,2.2023554
5676,Restaurante Olimpia,,,,,"Palencia, 28-32","Carrer de Palencia, 08227 Terrassa, Spain",41.5611774,2.0395515
5677,SJ,,Chinese,,,"Carrer De La Marina, 240","Carrer de la Marina, 240, 08013 Barcelona, Spain",41.4026726,2.1770273
5678,Turris Sagrada Familia,,"Spanish, Catalan",,,Provenca 485,"Provença, Intercanviador Diagonal - Provença (L3 - L5 - FGC, 080007 Barcelona, Spain",41.3932454,2.1575069
5679,Espai Canyars,,€10 - €30,,,Ronda Ramon Otero Pedrayo Number 30,"Ronda de Ramón Otero Pedrayo, 08850 Castelldefels, Spain",41.2899498,1.9825838
5680,Bar Cafeteria T🍅mate Algo,,€5 - €15,,,Gran Via de les Corts Catalanes 1180,"Montoro Perez, Gran Via de les Corts Catalanes, 1178-1180, 08020 Barcelona, Spain",41.420322,2.2103153
5681,Restaurante Albes,,Spanish,,,Riera de Horta 6,"Plaça de Salvador Riera, Barcelona, Spain",41.418166,2.1742874
5682,Antonet,,Mediterranean,,,"Carrer Comte d'Urgell, 22","Carrer Comte d'Urgell, 08859 Begues, Spain",41.3296319,1.9331417
5683,Cal Veganic,,€4 - €10,,,"C/ Llull, 141 Bis","Cal Veganic, Carrer de Llull, 141 bis, 08005 Barcelona, Spain",41.3988611,2.199136
5684,Turris Sants,,"Spanish, Catalan",,,Sants 223,"08014 Barcelona, Spain",41.3753288,2.1349117
5685,Raya & Casanova,,,,,"Carrer Villarroel, 23","La Villarroel, Carrer de Villarroel, 87, 08011 Barcelona, Spain",41.3845152,2.1573507
5686,210bar,,Spanish,,,210 Carrer Casanova,"Casanova, Montmajor, Catalonia, Spain",41.9614742,1.7385128
5687,Crystallium Lounge,,Japanese,,,"Alfonso XII, 8","Edificio Alfonso XII, Travessera de Gràcia, 73, 08006 Barcelona, Spain",41.3971837,2.1507983
5688,Las Chicas Imperial,,,,,"Carrer dels Escudellers, 5","Carrer dels Escudellers, 80002 Barcelona, Spain",41.3799218,2.1766799
5689,La Violeta vinos naturales,,€10 - €30,,,Carrer del baluard 58,"Carrer del Baluard, 72 Barcelona, Spain",41.3784188,2.1895997
5690,Bombay Brasserie,,"French, Indian",,,Entrada Santa Maria,"Entrada, 08785 Piera, Spain",41.5299313,1.7182934
5691,Nabucco Obrador,,"Cafe, Spanish, Healthy, Street Food, Catalan",,,"Carrer de la Fraternitat, 31, 08012 Barcelona","Nabucco Obrador Vegetarià, Carrer de la Fraternitat, 31, 08008 Barcelona, Spain",41.4007356,2.1602256
5692,Restaurante Fooding,,€5 - €11,,,9 Carrer d'Ausias Marc,"carrer d'Ausiàs Marc, 08912 Badalona, Spain",41.4458688,2.2357795
5693,Bcn con Cuba,,,,,"Carrer de Gravina, 5","Hotel Reding, Carrer de Gravina, 5, 7, 08007 Barcelona, Spain",41.3853032,2.1655507
5694,Pepe’s Paris,,,,,"Carrer de Paris, 200","Carrer de París, 200, 08036 Barcelona, Spain",41.3942576,2.1544523
5695,Cafeteria De l'Hospital De La Santa Creu i Sant Pau,,"Mediterranean, Spanish",,,"Carrer de Sant Quinti, 89","Centres d’atenció i seguiment - Unitat de Psiquiatria Clínica i Conductes additives. Hospital de Sant Pau, Carrer de Sant Quintí, 89, 08025 Barcelona, Spain",41.4154392,2.1752381
5696,Cafeteria Taperia La Blanca,,,,,"Carrer Del Puigmal, 58","Carrer del Puigmal, 08500 Vic, Spain",41.9344482,2.2468973
5697,Slais Bistro,,€11 - €25,,,Calle Septimania 41,"Carrer de Septimània, 8 Barcelona, Spain",41.4053605,2.1473043
5698,Restaurante Casa Miguel Barcelona,,Spanish,,,Pasaje Vila Rossell,"Mas Vila, la Cabra Vella, Gurb, Catalonia, Spain",41.9648153,2.2726483
5699,Al Carbon,,"Breakfast, Lunch, Dinner",,,"Carrer dels Comtes de Bell-Lloc, 143","Carrer dels Comtes de Bell-lloc, 08014 Barcelona, Spain",41.3791779,2.1382206
5700,Ohana Manos Japonesas,,Japanese Fusion,,,"Carrer de Sant Benet, 5","Carrer de Sant Benet, Sant Salvador de Guardiola, Spain",41.6539722,1.7583437
5701,Restaurante Vietnamita Casa De Sam,,Reservations,,,"C/ Calabria, 234","Casa de Sam, Carrer de Calàbria, 234, 08015 Barcelona, Spain",41.3861191,2.1469427
5702,Tigre Y Oso,,,,,"Calle Comerc, 10","Carrer Comerç, Sant Martí de Tous, Spain",41.5638723,1.5224044
5703,Barbarela,,Fusion,,,"Travessera de Gracia, 160","Travessera de Gràcia, 160, 08025 Barcelona, Spain",41.4015868,2.1583316
5704,Casals and Family,,,,,"Carrer d'Andrade, 176","Carrer d'Andrade, 08020 Barcelona, Spain",41.4169136,2.2024046
5705,LeBisbetip Bar,,Mediterranean,,,Calle Siracusa 5,"Siracusa, Plaça del Poble Romaní, 08037 BCN Barcelona, Spain",41.4018062,2.1608594
5706,Take Me Barcelona,,"Pizza, Cafe, Mediterranean",,,Marina 288,"08729 Castellet i la Gornal, Spain",41.25977,1.6430355
5707,La Barra de Said,,,,,Carrer de Numancia 112,"Central de Jocs, Carrer de Numància, 112-116, 08029 Barcelona, Spain",41.3865881,2.1358643
5708,Can Mario,,,,,"Carrer de Casanova, 134","Carrer de Casanova, 134, 08036 Barcelona, Spain",41.3886081,2.1549806
5709,Enrique Tomas,,"Breakfast, Lunch, Dinner",,,"Carrer Del Rossello, 216","Sabadell Bank, Carrer del Rosselló, 216, 8007 Barcelona, Spain",41.3941482,2.1588452
5710,Bar Restaurant Arago,,"Breakfast, Lunch, Dinner",,,"Carrer de los Castillejos, 216","Carrer de Los Castillejos, 216, 08025 Barcelona, Spain",41.4045182,2.1810797
5711,La Guapa Burg,,Healthy,,,En el chaflan de c/Europa con Galileo,"Catalonia, Spain",41.66667,2.0
5712,L'Angolo di Francesco,,,,,"Carrer de l'Alfambra, 11","Catalonia, Spain",41.66667,2.0
5713,La Placeta d'en Manu,,€12 - €25,,,Gran Via de les Corts Catalanes 144,"Gran Via de les Corts Catalanes, 08018 Barcelona, Spain",41.4101378,2.1957677
5714,La Vinya Nostra,,Pub,,,Bonavista 17,"08915 Badalona, Spain",41.4658861,2.2370934
5715,Pasteleria El Arte-sano,,"Cafe, Spanish",,,Espiell 2-4,"Espill, Carrer del Mont, 08340 Vilassar de Mar, Spain",41.5053892,2.3952024
5716,El Coc de Farria,,Spanish,,,"Major De Sarria,55","Carrer Major de Can Caralleu, 08017 Barcelona, Spain",41.4020258,2.1116018
5717,Haagen-Dazs Splau,,"Italian, American",,,"Avda. Baix Llobregat, S/N","Avinguda Baix Llobregat, 08690 Santa Coloma de Cervelló, Spain",41.3674223,2.0181312
5718,Divers,,"Breakfast, Lunch, Dinner",,,"Estacion Sants. Pl. Paisos Catalans, S/N. Planta 0.","Catalonia, Spain",41.66667,2.0
5719,El Bistrot Del Firal,,European,,,3 Placa Sant Fortia,"Plaça Sant Fortià, 08570 Torelló, Spain",42.0498942,2.2626523
5720,Turris Poblenou,,"Spanish, Catalan",,,Rambla del Poblenou 124,"Rambla del Poblenou, Barcelona, Spain",41.3983595,2.2048509
5721,353 Avenue Restaurant,,,,,"Avinguda Diagonal, 353","Avinguda Diagonal, 353, 08037 Barcelona, Spain",41.3976262,2.1648119
5722,Foster's Hollywood,,"Lunch, Dinner",,,"Calle Balmes, 76","Carrer Balmes, Ripollet, Spain",41.4942494,2.1597027
5723,Cerverseria Parlament,,€3 - €20,,,"Calle Parlament, 2","Carrer del Parlament, 08015 Barcelona, Spain",41.3758931,2.161805
5724,Espai Vart,,"Breakfast, Lunch",,,"C/Pedro de la Creu,14","Carrer de Joan Pedro Roig, 08880 Cubelles, Spain",41.2081349,1.6717343
5725,Shuyu Hot Pot,,Chinese,,,Calle Muntaner 174,"Muntaner, Via Augusta, 08021 Barcelona, Spain",41.3986188,2.1428749
5726,The Sandwich Planet,,,,,Carrer de Sardenya,"Carrer de Sardenya, 08088 Barcelona, Spain",41.4011667,2.1762735
5727,La Bota Bar,,€5 - €25,,,Carrer de Blai #29,"Carrer de Blai, 08001 Barcelona, Spain",41.3729517,2.1664379
5728,Probio Drinks,,"Bar, Pub",,,C/Tamarit 117,"Carrer de Tamarit, 8015 Barcelona, Spain",41.3739535,2.1546988
5729,Formentera Barcelona,,Reservations,,,"Carrer del Camp, 68","Carrer del Camp, 08022 Barcelona, Spain",41.4010775,2.1387544
5730,Setze,,"Bar, Pub",,,"Carrer de Pere Pau, 16","Carrer de Pere Pau, 08043 Barcelona, Spain",41.4300621,2.1599388
5731,Companys,,Spanish,,,"C/ Pere IV, 185","Carrer de Pere IV, Pere IV, 440, 08019 Barcelona, Spain",41.4134185,2.2060652
5732,Las Muns Rambla del Poblenou,,€2 - €10,,,Rambla del Poblenou 72,"Rambla del Poblenou, Barcelona, Spain",41.3983595,2.2048509
5733,Sushi-si,,€20 - €60,,,Calle del Mar 122,"Carrer del Mar, Pontons, Spain",41.4309792,1.4874145
5734,Sur y Chilchi,,,,,"Carretera de la Bordeta, 48","Carretera de la Bordeta, 08014 Barcelona, Spain",41.3727768,2.1426638
5735,Lobatus,,,,,"Av. Dr. Maranon, 17","Catalonia, Spain",41.66667,2.0
5736,SandwiChez,,,,,Carrer de Bruniquer 33- 35,"Carrer de Bruniquer, 08037 BCN Barcelona, Spain",41.4054994,2.1620455
5737,"Menyabo, S.l.u.",,€5 - €20,,,"Arquitecte sert, 7","Avinguda d'Icària, 08071 Barcelona, Spain",41.392258,2.1985514
5738,SandwiChez,,,,,"Passeig de la Reina Elisenda de Montcada, 16 bis","Passeig de la Reina Elisenda de Montcada, 08034 Barcelona, Spain",41.4002606,2.1221724
5739,Khalijia Barcelona,,€18 - €350,,,"Carrer pau claris, 92","Carrer Pau Claris, 08505 Vic, Spain",41.9137074,2.2301625
5740,La Cuina Dels Avis,,,,,"Carrer de Muntaner, 445","Carrer de Muntaner, 445, 08011 Barcelona, Spain",41.4008265,2.1406583
5741,G Bar 81,,"Mediterranean, Spanish",,,"Carrer de l'Hospital, 81","Humana, Carrer de l'Hospital, 81, 08001 Barcelona, Spain",41.3801331,2.1695937
5742,Cinderella,,,,,"Carrer Del Marques de Sentmenat, 60","Carrer del Marquès de Sentmenat, 60, 62, 08029 Barcelona, Spain",41.3850585,2.1384142
5743,Nova Paris,,,,,"Carrer de Paris, 147","Carrer de Paris, Ándele, 147, 08036 Barcelona, Spain",41.3915159,2.1502342
5744,Heima,,,,,"C/ Fonollar, 8","08830 Sant Boi de Llobregat, Spain",41.3265399,2.0538614
5745,Grill Peri Peri Chicken,,€3 - €15,,,Carrer de Les Corts 3,"carrer de les Corts, 08349 Cabrera de Mar, Spain",41.5234945,2.4048038
5746,Bar Garbardi,,,,,"Carrer de Murcia, 41","Carrer de Múrcia, 41, 08812 Sant Pere de Ribes, Spain",41.2270937,1.7469592
5747,Sushi ramen b.c.n,,Japanese,,,Carrer de l'or 19,"Gracia Latina, Carrer de l'Or, 19, 08012 Barcelona, Spain",41.4044959,2.1569429
5748,A Voca,,"International, Mediterranean, European, Contemporary, Fusion, Central European",,,Calle Tuset 17,"Carrer de Tuset, 08006 Barcelona, Spain",41.3956711,2.1523527
5749,bar ca la sonia,,Spanish,,,Aiguablava 54,"Catalonia, Spain",41.66667,2.0
5750,Mes Que Bo,,,,,"Carrer Gran de la Sagrera, 122","Carrer Gran de la Sagrera, 122, 08027 Barcelona, Spain",41.4244938,2.1912354
5751,Monte Rosa Champagne Club,,,,,"Carrer Del Mestre Nicolau, 4","Carrer del Mestre Nicolau, 4, 08021 Barcelona, Spain",41.3930458,2.1422321
5752,Tento,,€3 - €8,,,"C/Ausias Marc, 6","Carrer Ausias Marc, 08500 Vic, Spain",41.9186839,2.2574027
5753,La N0 14 Gastrobar,,€10 - €35,,,Passeig Sant Gervasi 81,"Sarrià-Sant Gervasi, Catalonia, Spain",41.40104,2.1394
5754,Casa Ho,,€12 - €25,,,"Calle Rosellon, 2013","Catalonia, Spain",41.66667,2.0
5755,Masha Delicies,,"Healthy, Cafe",,,"Avinguda de la Mare de Deu de Monserrat, 62","Barcelona, Surigao del Sur, Philippines",8.15917,126.43417
5756,La Parada De l'Estacio,,,,,"Pl. Catalunya, S/N. Estacion Renfe. Vestibulo","Catalonia, Spain",41.66667,2.0
5757,Mercer Cocktail Bar,,€6 - €22,,,"Carrer dels Lledo, 7","Carrer dels Ametllers, 83208 el Masnou, Spain",41.4869784,2.3081206
5758,Xurreria Bar - Restaurant Universal,,Spanish,,,"Carrer Tamarit, 189","Carrer Tamarit, 08291 Ripollet, Spain",41.5000794,2.1588339
5759,4makis,,€14 - €25,,,"Carrer de Muntaner, 191, 08036 Barcelona","Carrer de Muntaner, 191, 08036 Barcelona, Spain",41.3929132,2.1507768
5760,Granja Montsant,,Spanish,,,"Carrer Urgell, 108","Carrer Urgell, 08402 Granollers, Spain",41.5913221,2.2893188
5761,Stickers,,Spanish,,,"Consell de Cent, 390","Consell de Cent, Carrer del Consell de Cent, 8015 Barcelona, Spain",41.3754015,2.143262
5762,Bar Restaurant Verin,,"Breakfast, Lunch, Dinner",,,"Carrer Villarroel, 107","La Villarroel, Carrer de Villarroel, 87, 08011 Barcelona, Spain",41.3845152,2.1573507
5763,Sweet Talk,,,,,"Carrer Diputacio, 361","Carrer Diputacio, 08780 el Papiol, Spain",41.4399999,2.0118282
5764,Cafe Cafe,,"Breakfast, Lunch, Dinner",,,"Pl. Cataluna, S/N. Renfe. Vestibulo","Catalonia, Spain",41.66667,2.0
5765,Pane E Salame,,,,,Carrer Del Comandant Benitez,"Carrer del Comandant Benítez, 08028 Barcelona, Spain",41.3799406,2.126718
5766,Sapor D'italia Glories,,Reservations,,,"Carrer de Lepant, 197","Carrer de Lepant, 197, 08013 Barcelona, Spain",41.4011366,2.1808759
5767,Lobby Bar and Restaurant,,Reservations,,,"Carrer del Rossello, 265","Hotel Sir Victor, Carrer del Rosselló, 265, 08008 Barcelona, Spain",41.3961876,2.1609748
5768,Casa Albert,,,,,"Placa de Les Olles, 4","Plaça de les Olles, CP 08003 Barcelona, Spain",41.3834236,2.1830453
5769,Cafe Chaplin Forn Artesa,,Spanish,,,"Calle Puig y Xoriguer, 7/9","Catalonia, Spain",41.66667,2.0
5770,Niu Toc,,Mediterranean,,,Placa de la Revolucio de Setembre de 1868,"Plaça de la Revolució de Setembre de 1868, Barcelona, Spain",41.402677,2.1581706
5771,Santagloria,,Cafe,,,"Avenida de Josep Tarradellas,129","Avinguda de Josep Tarradellas, 129, 08029 Barcelona, Spain",41.3898206,2.1429489
5772,Bar Los Pinos,,Spanish,,,"Avinguda Generalitat de Catalunya, 1","Generalitat de Catalunya, Sant Jaume Square, 4, 08002 Barcelona, Spain",41.3828401,2.1767417
5773,Santagloria,,Cafe,,,"Plaza de la Reina Elisenda de Montcada, 12","Montcada i Reixac, Catalonia, Spain",41.48333,2.18333
5774,El Turco Loco,,€4 - €15,,,Carrer Del Marques De Campo Sagrado 13,"Carrer del Marquès de Campo Sagrado, 08001 Barcelona, Spain",41.3758919,2.1640986
5775,Santagloria,,Cafe,,,"Placa de Tetuan, 19","Plaça de Tetuan, 19, 08010 Barcelona, Spain",41.395158,2.1745312
5776,Santagloria,,"Cafe, Mediterranean",,,Calle de Mandri 37,"Carrer de Mandri, 08022 Barcelona, Spain",41.4041865,2.1327914
5777,Cafeteria del Museu del Disseny,,€14 - €19,,,"Placa de les Glories Catalanes, 37-38","Plaça de les Glòries Catalanes, 08018 Barcelona, Spain",41.4030424,2.1881336
5778,La Vall D'Espir,,,,,"Vallespir, 71","Carrer del Vallespir, 08014 Barcelona, Spain",41.3795813,2.1369654
5779,Baixa Limia,,Spanish,0.0,,"Carrer de Sant Antoni Maria Claret, 444","Carrer de Sant Antoni Maria Claret, 444, 08027 Barcelona, Spain",41.4189953,2.1851163
5780,Braseria Restaurant Can Primo,,"Breakfast, Lunch",,,Carrer Bolivia 340,"Carrer de Bolívia, 08018 Barcelona, Spain",41.4022675,2.1902124
5781,Gelateria Carte D'Or,,€2 - €10,,,"Centro Comercial Maremagnum, Moll d'Espanya, 5","Catalonia, Spain",41.37583,2.18207
5782,Free & Sweet,,"American, European, Spanish, Central European, South American",,,Calle America 6,"Carrer Amèrica, 08551 Tona, Spain",41.8467965,2.2263101
5783,Comeconlosmishras,,,,,Carrer De La Perla 32,"Carrer de la Perla, 32, 08012 Barcelona, Spain",41.4039173,2.1579823
5784,SandwiChez,,,,,Rocafort 112,"08270 Rocafort, Spain",41.715561,1.9346416
5785,SandwiChez,,,,,Av. Republica Argentina 31,"Avinguda República Argentina, 08860 Castelldefels, Spain",41.2658338,1.9573076
5786,Joaquin Buisan Pintanel,,Pub,,,Calle,"Cal Xic Montesell, Vallgorguina, Catalonia, Spain",41.6558344,2.5069667
5787,SlowMov,,Cafe,,,Carrer de Luis Antunez 18,"SlowMov, Carrer de Luis Antúnez, 18, 08012 Barcelona, Spain",41.3981094,2.1545583
5788,Josep Llopart Vilaseca,,Greek,,,"Pallars, 317","08586 Perafita, Spain",42.0553441,2.108565
5789,Laura Larios Boque,,,,,"Bailen, 197","Carrer de Bailèn, 197, 08037 Barcelona, Spain",41.4016647,2.1640053
5790,Fratelli Ditalia SL.,,,,,"Arago, 364","Aragó, Carrer dels Enamorats, 08013 Barcelona, Spain",41.4041622,2.1816598
5791,Jose Mendez Rodriguez,,,,,"Rossello, 407","Plaça del Rosselló, Argentona, Catalonia, Spain",41.5522494,2.3990221
5792,Bar Bodega Lepanto,,Catalan,,,Calle Lepanto 440,"Carrer Lepanto, 08210 Barberà del Vallès, Spain",41.510551,2.1252448
